連番,Year,Season,S,N,Shannon,Simpson,Margalef,Pielou
12,2015.0,Summer,7,99.0,0.6507550685856026,0.27344148556269743,1.3057330811130556,0.3344219510348546
12,2016.0,Summer,4,45.0,0.9332430718573717,0.5609876543209877,0.7880919330415892,0.6731925758563063
12,2017.0,Summer,3,32.0,0.6747074674188231,0.365234375,0.5770780163555853,0.6141452033426616
12,2018.0,Summer,7,366.0,1.2927252326446244,0.6862999790976141,1.0164954624654836,0.6643293541956228
12,2019.0,Summer,5,391.0,0.8260986923528555,0.45479817635939057,0.6701618331607131,0.5132839769528423
12,2020.0,Summer,4,389.0,0.5469333988874541,0.27899630586633717,0.5030535903257938,0.39452905113573766
12,2021.0,Summer,3,257.0,0.6565154408933684,0.4334963436236733,0.36042035996660243,0.5975861071873568
12,2022.0,Summer,8,908.0,0.8442394334945873,0.3566074443517242,1.027712354880661,0.40599334800851633
12,2023.0,Summer,5,4516.0,0.2667040087145208,0.09925745759001936,0.47532007881767957,0.16571251780142293
13,2022.0,Summer,23,8840.0,1.4886889498698341,0.6088941667861018,2.4210298162164365,0.4747860615742475
13,2023.0,Summer,12,5335.0,0.3199330629929614,0.10080989803151374,1.2817459092650003,0.12875053596892924
143,2007.0,Summer,8,14.0,1.90853528164356,0.826530612244898,2.652462271829658,0.9178114620629284
143,2008.0,Summer,14,29.0,2.4416083837896,0.896551724137931,3.860664656853811,0.9251820172264148
143,2009.0,Summer,7,100.0,1.6792043316027068,0.7644444444444445,1.3028834457097553,0.8629403225107362
143,2010.0,Summer,6,60.0,1.7917594692280547,0.8333333333333333,1.2211966833798615,0.9999999999999999
143,2011.0,Summer,8,65.0,1.8392967479776603,0.7928994082840236,1.67689281022913,0.884514765676856
143,2012.0,Summer,10,80.0,2.1333819302645445,0.859375,2.053844202768018,0.9265160001059995
143,2013.0,Summer,3,25.0,0.9502705392332347,0.5599999999999999,0.6213349345596119,0.8649735207179272
143,2014.0,Summer,6,30.22,1.59243840166776,0.7809485349221525,1.4669192300509244,0.8887567940990603
143,2015.0,Summer,2,30.0,0.6365141682948128,0.4444444444444444,0.29401410379520604,0.9182958340544894
143,2016.0,Summer,8,50.0,2.0253262207700677,0.86,1.7893555304473203,0.9739760316291209
143,2017.0,Summer,11,115.0,2.125615691344483,0.8506616257088847,2.1075117050092493,0.8864505950102923
143,2019.0,Summer,1,9.0,-0.0,0.0,,
143,2020.0,Summer,11,117.0,2.3516733019046305,0.8994082840236686,2.0998813014637796,0.9807239409418417
143,2021.0,Summer,9,220.0,1.862614239224064,0.7930991735537191,1.4832318196332064,0.8477122723077235
143,2022.0,Summer,3,36.0,1.0397207708399179,0.625,0.5581106265512472,0.946394630357186
143,2023.0,Summer,3,27.0,1.0986122886681096,0.6666666666666667,0.6068261510845583,0.9999999999999998
15,2005.0,Summer,4,17.0,0.6598720137848266,0.31141868512110715,1.0588683715942835,0.47599704095439155
15,2010.0,Summer,1,3.0,-0.0,0.0,,
15,2015.0,Summer,2,8.0,0.37677016125643675,0.21875,0.48089834696298783,0.5435644431995964
15,2016.0,Summer,1,1.0,-0.0,0.0,,
15,2018.0,Summer,1,1.0,-0.0,0.0,,
15,2020.0,Summer,2,25.0,0.2787693717685874,0.1472,0.31066746727980593,0.4021791902022729
15,2021.0,Summer,1,1.0,-0.0,0.0,,
15,2022.0,Summer,1,3.0,-0.0,0.0,,
18,2004.0,Summer,1,1.0,-0.0,0.0,,
18,2007.0,Summer,1,2.0,-0.0,0.0,,
18,2008.0,Summer,1,2.0,-0.0,0.0,,
18,2009.0,Summer,60,710.0,3.085500708734789,0.915187462804999,8.986689839524058,0.7536006464146273
18,2010.0,Summer,1,1.0,-0.0,0.0,,
18,2011.0,Summer,2,2.0,0.6931471805599453,0.5,1.4426950408889634,1.0
18,2012.0,Summer,3,21.0,1.0124947110267577,0.6077097505668935,0.6569174775061022,0.9216124027287591
18,2016.0,Summer,1,1.0,-0.0,0.0,,
18,2017.0,Summer,1,8.0,-0.0,0.0,,
18,2020.0,Summer,6,132.0,0.9910130243251193,0.5071166207529845,1.02400221824922,0.5530948999265388
18,2021.0,Summer,1,1.0,-0.0,0.0,,
18,2022.0,Summer,8,85.0,0.8571305451271128,0.36733564013840847,1.5756357174724496,0.41219266228311324
181,2007.0,Summer,17,37.0,2.555001327493613,0.8984660336011687,4.431006294541718,0.9018033650214649
181,2008.0,Summer,12,117.0,0.6782794686162197,0.23814741763459712,2.3098694316101573,0.2729597382155531
181,2009.0,Summer,1,50.0,-0.0,0.0,,
181,2010.0,Summer,11,260.0,1.7304276404501977,0.6863905325443788,1.7983406825924928,0.7216443770835618
181,2011.0,Summer,3,41.0,0.9393535230803469,0.5520523497917906,0.538565016128782,0.85503642437785
181,2012.0,Summer,3,37.5,1.0986122886681096,0.6666666666666667,0.5518244660161065,0.9999999999999998
181,2013.0,Summer,1,8.0,-0.0,0.0,,
181,2014.0,Summer,3,156.0,0.5359610497090694,0.2721893491124261,0.39605089672434507,0.4878527713892913
181,2015.0,Summer,3,41.6666665,1.0549201679861442,0.6399999999999999,0.5362359507025259,0.9602297178607612
181,2016.0,Summer,4,341.0,0.41749413513778666,0.18059700208976537,0.5144136583145612,0.30115835918175576
181,2017.0,Summer,5,233.0,0.6977752120266199,0.31210742507690326,0.7338051334757089,0.4335521157018791
181,2019.0,Summer,3,125.0,0.6592855313193172,0.35942399999999997,0.4142232897064078,0.6001075521543588
181,2020.0,Summer,10,321.0,1.8982931076002971,0.8002445628439165,1.559402549205777,0.8244182216657848
181,2021.0,Summer,5,164.0,1.2987272973020973,0.6469363474122546,0.7843342676930767,0.8069446402799803
181,2022.0,Summer,3,89.0,0.8727238391309742,0.5037242772377226,0.4455696196480604,0.7943874723893823
181,2023.0,Summer,10,1375.0,1.5819391541382921,0.6894608925619834,1.2454663278380067,0.687027445348958
2,2003.0,Summer,10,100.0,1.224411121691796,0.5469999999999999,1.954325168564633,0.5317549937317179
2,2004.0,Summer,2,65.0,0.07948700320303707,0.030295857988165587,0.23955611574701857,0.11467550533614675
2,2005.0,Summer,11,169.0,1.176660585136246,0.5848534715171038,1.9493562262564004,0.4907055777140216
2,2007.0,Summer,2,3.0,0.6365141682948128,0.4444444444444444,0.9102392266268373,0.9182958340544894
2,2008.0,Summer,20,167.0,1.9561109903686307,0.7630965613682813,3.712392139651309,0.6529658900553206
2,2009.0,Summer,4,162.0,1.1517728615523546,0.6132449321749733,0.5896694238936648,0.8308284977960363
2,2010.0,Summer,12,314.0,1.6313155430155795,0.7494827376364153,1.913245455122127,0.6564896685977137
2,2011.0,Summer,28,146.0,2.7370199586082373,0.9063614186526553,5.417763087959105,0.8213841468164652
2,2012.0,Summer,3,3.0,1.0986122886681096,0.6666666666666667,1.8204784532536746,0.9999999999999998
2,2013.0,Summer,6,35.0,1.402420585493961,0.659591836734694,1.4063320703136417,0.7827058316584017
2,2014.0,Summer,3,68.0,0.680061017013043,0.3680795847750865,0.47398894367382777,0.6190182141850127
2,2015.0,Summer,4,12.0,0.8369882167858358,0.41666666666666674,1.207288813145534,0.603759374819711
2,2016.0,Summer,4,199.0,1.1396596220944155,0.6374081462589328,0.5667536821207241,0.8220906425485017
2,2017.0,Summer,15,276.0,1.7654569399792572,0.768982356647763,2.49092552906609,0.6519291774061996
2,2018.0,Summer,9,33.0,1.7450700293734644,0.7731864095500459,2.287997340021395,0.7942155969732873
2,2019.0,Summer,10,490.0,1.1731390505554447,0.6091295293627655,1.4529239582743867,0.5094878161614496
2,2020.0,Summer,20,480.0,1.2300705204364306,0.4757899305555553,3.0775280646654863,0.41060762715525806
2,2021.0,Summer,9,110.0,1.13283303356606,0.5249586776859503,1.7019537105653548,0.5155745321852522
2,2022.0,Summer,14,539.0,1.3517894332977536,0.5907455915407148,2.066866117146411,0.5122243530400409
2,2023.0,Summer,3,116.0,0.5391345419531922,0.2742271105826397,0.4207346278486228,0.49074140851528786
20,2022.0,Summer,5,4080.0,0.31776495154244827,0.12216455209534793,0.48112473873098865,0.19743846537196533
20,2023.0,Summer,13,2401.0,0.8486624497800851,0.3300915330815407,1.5416950271092522,0.3308690860937637
23,2007.0,Summer,5,7.0,1.5498260458782016,0.7755102040816326,2.055593369479003,0.9629610647945144
23,2008.0,Summer,12,245.0,1.1594533413738504,0.5913202832153269,1.9995425735362446,0.4665983494682865
23,2009.0,Summer,3,380.0,0.32644204095666557,0.14819944598337953,0.3366906297666176,0.29714035089888163
23,2010.0,Summer,5,90.0,1.5229550675313184,0.7654320987654322,0.8889264864632416,0.946265187221801
23,2011.0,Summer,1,5.0,-0.0,0.0,,
23,2013.0,Summer,1,5.0,-0.0,0.0,,
23,2014.0,Summer,1,85.0,-0.0,0.0,,
23,2015.0,Summer,2,60.0,0.45056120886630463,0.2777777777777777,0.2442393366759723,0.6500224216483541
23,2016.0,Summer,8,960.0,0.918849588858551,0.5303276909722223,1.0193778954921864,0.44187324838969816
23,2017.0,Summer,3,70.0,0.6559757323365467,0.3571428571428572,0.47075491110477363,0.5970948432879916
23,2019.0,Summer,6,119.0,1.579367310308059,0.7551726572982134,1.046216949029845,0.8814616791105889
23,2020.0,Summer,5,404.0,1.0839201613273297,0.5921233212430154,0.666509495067422,0.6734774625061604
23,2021.0,Summer,4,156.0,1.2409737358429083,0.6918145956607494,0.5940763450865176,0.8951733272870072
23,2022.0,Summer,30,344.0,2.4101805068499265,0.8298235532720389,4.965207883176594,0.7086270617061566
23,2023.0,Summer,43,371.0,2.8673831662822935,0.88679971810725,7.0991490073429695,0.7623585765400175
254,2007.0,Summer,23,443.0,1.734415673241477,0.7017615376384083,3.610363191071995,0.5531554370058096
254,2008.0,Summer,20,63.0,2.5881648124540755,0.8924162257495591,4.585899627876226,0.8639506391482716
254,2009.0,Summer,6,390.0,0.5892986246694031,0.23668639053254426,0.8380618544314249,0.32889382464002886
254,2010.0,Summer,19,530.0,2.4088807329802684,0.8629405482378071,2.8694967207576036,0.8181119561398462
254,2011.0,Summer,17,346.0,2.0561021694387698,0.800778509138294,2.7367087239944667,0.7257138519950346
254,2012.0,Summer,16,321.42852,2.1484006069574226,0.8345679012345679,2.5984036301995124,0.7748717253750782
254,2013.0,Summer,7,240.0,1.2141368187614339,0.5347222222222223,1.0947628705197225,0.6239428985715834
254,2014.0,Summer,18,900.0,1.6013066516987997,0.585925925925926,2.4991198822592513,0.5540140804808978
254,2015.0,Summer,8,680.0,1.0195501199793853,0.48269896193771633,1.0732751306396515,0.49029996734400233
254,2016.0,Summer,9,620.0,0.7684688674890592,0.29292403746097795,1.2442222444267115,0.34974525381502136
254,2019.0,Summer,16,568.0,2.0606049959062815,0.8018312338821663,2.36513920337789,0.7432061522062539
254,2020.0,Summer,9,355.0,1.88775610145654,0.7992699861138663,1.3623704916714006,0.8591548269249473
254,2021.0,Summer,8,281.0,1.885446391972587,0.8261293549980371,1.241496927831103,0.9067080531869467
254,2022.0,Summer,20,1319.0,2.294822641227789,0.846857700569216,2.644534546757221,0.7660306167831624
254,2023.0,Summer,1,22.0,-0.0,0.0,,
26,2003.0,Summer,7,19.0,1.3827187230197877,0.6260387811634349,2.0377396313706515,0.7105768597234874
26,2004.0,Summer,16,292.0,0.9919015112737858,0.3912084818915368,2.6423552125875873,0.3577528478412398
26,2005.0,Summer,7,7.0,1.945910149055313,0.8571428571428572,3.0833900542185044,0.9999999999999999
26,2007.0,Summer,5,30.0,1.0833071279684077,0.5511111111111111,1.1760564151808242,0.6730965634642117
26,2008.0,Summer,7,38.0,1.385624902857637,0.6468144044321329,1.6494454664549614,0.7120703407247866
26,2009.0,Summer,20,140.0,2.1444052518588497,0.8219387755102041,3.844875524192127,0.7158200586846273
26,2010.0,Summer,13,75.0,1.9323548084629778,0.8092444444444444,2.7793938707966013,0.75336957544276
26,2011.0,Summer,15,69.0,2.2269697193401137,0.8594833018273472,3.306482721868059,0.8223517121040479
26,2012.0,Summer,6,48.0,0.6995903985811894,0.29861111111111105,1.291588834036644,0.39044883568138444
26,2013.0,Summer,2,5.0,0.5004024235381879,0.31999999999999984,0.6213349345596119,0.7219280948873623
26,2015.0,Summer,18,224.0,1.9952867697848082,0.7833227040816326,3.1413732230644738,0.690321846777638
26,2016.0,Summer,9,126.0,1.402981588407108,0.6477702191987906,1.6541632919497766,0.6385244380016889
26,2017.0,Summer,11,136.0,1.9144852734591986,0.810553633217993,2.0355592307196484,0.7984023719371918
26,2018.0,Summer,9,53.0,1.489971331445449,0.6585973656105375,2.0149651900135974,0.6781151762155323
26,2019.0,Summer,8,45.0,1.1637679877899074,0.505679012345679,1.8388811770970415,0.5596541015766091
26,2020.0,Summer,9,197.0,0.9899412087864049,0.43721817104279936,1.5142327289943405,0.45054166014588687
26,2021.0,Summer,5,34.0,1.1285346566311303,0.5484429065743944,1.1343139682053336,0.7011980070261573
26,2022.0,Summer,9,21.0,1.8562701281920884,0.7891156462585034,2.6276699100244088,0.8448249429480333
27,2007.0,Summer,1,2.0,-0.0,0.0,,
27,2008.0,Summer,4,16.0,1.1432752061942137,0.6328125,1.0820212806667227,0.8246987351738496
27,2010.0,Summer,6,22.0,1.4289105655000567,0.7107438016528925,1.6175772657433625,0.7974901709969336
27,2011.0,Summer,2,3.0,0.6365141682948128,0.4444444444444444,0.9102392266268373,0.9182958340544894
27,2012.0,Summer,6,36.0,0.9318226383470305,0.44753086419753085,1.3952765663781181,0.5200601165224975
27,2013.0,Summer,2,5.0,0.5004024235381879,0.31999999999999984,0.6213349345596119,0.7219280948873623
27,2014.0,Summer,1,9.0,-0.0,0.0,,
27,2015.0,Summer,2,3.0,0.6365141682948128,0.4444444444444444,0.9102392266268373,0.9182958340544894
27,2017.0,Summer,3,8.0,0.7356219397587946,0.40625,0.9617966939259757,0.6695919455357792
27,2019.0,Summer,6,15.0,1.617053152509554,0.7733333333333333,1.8463468653442754,0.9024945481137767
27,2021.0,Summer,4,24.0,0.623848004006291,0.29513888888888873,0.9439739413323746,0.45001121082417717
27,2023.0,Summer,1,1.0,-0.0,0.0,,
274,2007.0,Summer,12,53.0,1.2314287838313274,0.47561409754360995,2.770577136268696,0.4955633983016572
274,2008.0,Summer,8,14.0,1.8468891232610354,0.8061224489795918,2.652462271829658,0.8881659264001538
274,2009.0,Summer,1,62.5,-0.0,0.0,,
274,2010.0,Summer,4,50.0,1.3200166381323717,0.7176,0.7668666559059943,0.952190728862247
274,2011.0,Summer,4,89.0,1.1669040639747552,0.6203762151243529,0.6683544294720906,0.8417433531447785
274,2012.0,Summer,1,8.333333333,-0.0,0.0,,
274,2013.0,Summer,1,17.0,-0.0,0.0,,
274,2014.0,Summer,3,40.0,1.0397207708399179,0.625,0.5421700613636335,0.946394630357186
274,2015.0,Summer,1,10.0,-0.0,0.0,,
274,2016.0,Summer,5,110.0,1.159588814308626,0.5619834710743803,0.8509768552826774,0.720493040054508
274,2017.0,Summer,3,116.0,0.7547005497075601,0.43683115338882283,0.4207346278486228,0.6869580447006585
274,2019.0,Summer,2,30.0,0.6931471805599453,0.5,0.29401410379520604,1.0
274,2020.0,Summer,2,177.0,0.5607781057608533,0.3735835807079704,0.19319379300543385,0.8090317922202898
274,2021.0,Summer,1,15.0,-0.0,0.0,,
274,2022.0,Summer,1,89.0,-0.0,0.0,,
274,2023.0,Summer,4,252.0,1.0082793278000588,0.5617598891408415,0.5425514917581086,0.7273197930240012
28,2018.0,Summer,4,22.0,0.9450230556973245,0.49586776859504134,0.9705463594460175,0.6816900379901324
28,2022.0,Summer,6,16.0,1.6631355916141728,0.7890625,1.8033688011112043,0.9282136470754653
28,2023.0,Summer,1,1.0,-0.0,0.0,,
3,2009.0,Summer,9,257.0,0.6072750463513789,0.26395554815364364,1.4416814398664097,0.2763827842703279
313,2007.0,Summer,20,130.0,1.9065746574464164,0.7436686390532544,3.903413564586415,0.6364302558935112
313,2008.0,Summer,3,9.0,0.8486855577264172,0.49382716049382713,0.9102392266268373,0.7725068857142601
313,2009.0,Summer,3,760.0,0.2868859390092572,0.125,0.3015082149479954,0.2611348352539003
313,2010.0,Summer,18,850.0,1.869646097535625,0.726643598615917,2.520297157756312,0.646853157358726
313,2011.0,Summer,13,1141.0,1.0735786710918391,0.4313666149210259,1.704627695601125,0.41855745337378975
313,2012.0,Summer,15,620.0,1.7069123085864784,0.6446409989594173,2.1773889277467453,0.6303104380752409
313,2013.0,Summer,10,1417.0,0.6024119074656504,0.2197272857214715,1.2403020028964042,0.2616241672451443
313,2014.0,Summer,21,1270.0,1.6002407776565035,0.5923491846983694,2.7984661463676006,0.5256130675302568
313,2015.0,Summer,3,40.0,1.0397207708399179,0.625,0.5421700613636335,0.946394630357186
313,2016.0,Summer,8,440.0,1.4972484350138824,0.703512396694215,1.1500343472627503,0.7200242973910965
313,2017.0,Summer,5,470.0,0.48060678619896585,0.19827976459936636,0.6501176304055847,0.2986177860518398
313,2019.0,Summer,9,419.0,1.3597810256921852,0.6248426472849893,1.3249703589395656,0.6188630146039511
313,2020.0,Summer,5,35.0,1.6094379124341005,0.7999999999999999,1.1250656562509134,1.0000000000000002
313,2021.0,Summer,3,1742.0,0.06468819971921932,0.020505746459788088,0.2679963158296508,0.05888173688430459
313,2022.0,Summer,20,891.0,1.5550263743445218,0.5891134817434857,2.7972668646125802,0.5190805560537338
313,2023.0,Summer,12,366.0,1.450082551716452,0.5579145391023919,1.8635750145200531,0.5835561476082676
32,2003.0,Summer,4,5.0,1.3321790402101223,0.72,1.8640048036788355,0.9609640474436812
32,2004.0,Summer,1,2.0,-0.0,0.0,,
32,2007.0,Summer,9,32.0,1.72895146475812,0.767578125,2.3083120654223412,0.7868797220783843
32,2009.0,Summer,6,920.0,0.7627019434650785,0.3275047258979207,0.7326679695088314,0.42567205953914894
32,2022.0,Summer,1,20.0,-0.0,0.0,,
32,2023.0,Summer,7,99.0,1.7677614722893296,0.7933884297520661,1.3057330811130556,0.9084496903145964
328,2007.0,Summer,18,130.0,1.0160061263658091,0.3558579881656804,3.4925279262088975,0.3515139959384798
328,2008.0,Summer,7,13.0,1.5171515848932915,0.6745562130177516,2.33922747150768,0.7796616846003026
328,2009.0,Summer,7,1075.0,0.6379379403425818,0.2717685235262305,0.8595895017607952,0.3278352500768257
328,2010.0,Summer,9,799.0,0.9595077386036092,0.40754635409405693,1.1970025358375684,0.4366907909645074
328,2011.0,Summer,7,540.0,1.4189037500152293,0.6882030178326475,0.9536571667431777,0.7291722851150495
328,2012.0,Summer,10,374.99999999984993,1.7848090666535368,0.7664197530864197,1.5184937285474294,0.7751327288985241
328,2013.0,Summer,3,50.0,1.0065819093461585,0.6088,0.5112444372706629,0.9162303386998126
328,2014.0,Summer,10,732.0,1.1696667560455904,0.486428379467885,1.364508715981326,0.5079798178162769
328,2015.0,Summer,1,10.0,-0.0,0.0,,
328,2016.0,Summer,9,199.0,1.848965289490125,0.7992222418625792,1.511343152321931,0.8415003675826789
328,2017.0,Summer,8,516.0,1.591713505321144,0.733497085511688,1.1206981024859752,0.7654523935476011
328,2019.0,Summer,11,359.0,1.3738002825871682,0.5842754168574111,1.6997198758930332,0.5729192171866322
328,2020.0,Summer,6,338.0,1.1783537775224988,0.5641083995658416,0.8586571512133432,0.6576517650721109
328,2021.0,Summer,13,437.0,1.539316633860751,0.6047787860856997,1.9737058969134502,0.6001352928792997
328,2022.0,Summer,8,197.0,1.8213591825052151,0.8070292973279394,1.324953637870048,0.8758886200926168
328,2023.0,Summer,9,392.0,0.9316510344280783,0.36476988754685535,1.3397503265877098,0.42401265853195347
35,2007.0,Summer,23,87.0,2.738154818688084,0.9023649094992734,4.926209723864136,0.8732769477862612
35,2008.0,Summer,58,593.0,2.104925950402977,0.6787336235848815,8.926901271627251,0.5183981021124378
35,2010.0,Summer,7,26.0,1.1504319086226074,0.5029585798816569,1.8415660585808091,0.5912050508504264
35,2011.0,Summer,43,165.0,3.149554110964471,0.9298071625344353,8.225704762161312,0.8373800952049837
35,2012.0,Summer,38,639.0,1.6029256310842168,0.5425682245096384,5.727638893316303,0.4406564025427199
35,2013.0,Summer,8,28.0,1.5297063618815705,0.6887755102040816,2.1007113995028917,0.7356332607676134
35,2014.0,Summer,18,188.0,1.8965778156715725,0.7529425079221368,3.2464792163594667,0.6561708923740828
35,2015.0,Summer,10,18.0,1.9795962153613327,0.8024691358024691,3.1137863063507423,0.859727712727988
35,2016.0,Summer,56,441.0,3.0790371305786595,0.8974244270648547,9.032615315708904,0.7649113337513959
35,2017.0,Summer,37,162.0,3.081172173844395,0.9346136259716507,7.076033086723978,0.8532933310544564
35,2018.0,Summer,19,52.0,2.684135348325084,0.9134615384615384,4.555527646991703,0.911594829207482
35,2019.0,Summer,17,71.0,2.1579798736813065,0.79071612775243,3.7535072915457692,0.7616722115927208
35,2020.0,Summer,18,128.0,2.266060236616767,0.8572998046875,3.5036879564446255,0.7840030371270236
35,2021.0,Summer,31,125.0,2.999540514664825,0.932352,6.213349345596118,0.8734862234626593
35,2022.0,Summer,38,244.0,3.0210731426455366,0.9255240526740124,6.730738169837713,0.8305158998275872
35,2023.0,Summer,56,4594.0,2.92975727190821,0.8982028573924953,6.522378697424538,0.7278264104603364
38,2022.0,Summer,33,2380.0,2.955064822172918,0.9153308382176399,4.115831979443158,0.8451475565903039
38,2023.0,Summer,37,2392.0,2.504888179469496,0.8546849308173287,4.627317687540644,0.6936984556470301
39,2022.0,Summer,19,95.0,2.036592671798867,0.752797783933518,3.952676022753347,0.6916742667139323
39,2023.0,Summer,10,58.0,1.7643453952840864,0.7782401902497027,2.21650691233045,0.7662454693432903
396,2007.0,Summer,18,47.0,2.549498015229675,0.8936170212765957,4.415415136928616,0.8820657786545065
396,2008.0,Summer,14,34.0,2.2104952696871023,0.8494809688581315,3.686520396667334,0.8376079007004236
396,2009.0,Summer,10,290.0,1.8446371359337521,0.7776456599286563,1.5873349233001028,0.8011157292498471
396,2010.0,Summer,13,370.0,2.0545700740497668,0.8049671292914535,2.0292540628724662,0.8010177932257972
396,2011.0,Summer,6,70.0,1.7478680974667573,0.8163265306122449,1.1768872777619341,0.9755037590061084
396,2012.0,Summer,17,570.0,2.427737581673309,0.8833487226839027,2.521417725536161,0.8568848465882202
396,2013.0,Summer,21,680.0,2.6240666185444947,0.9070069204152249,3.0665003732561473,0.8618976119311084
396,2014.0,Summer,13,520.0,1.9367766100343713,0.8002958579881657,1.918824509201259,0.7550935087276531
396,2015.0,Summer,11,220.0,1.9183861055319413,0.7603305785123967,1.854039774541508,0.800029145265032
396,2016.0,Summer,17,630.0,2.1437312934765576,0.7770219198790628,2.4822673725097095,0.7566430879530764
396,2017.0,Summer,19,1050.0,2.129256726713551,0.7807709750566894,2.587491183245307,0.7231451362311253
396,2019.0,Summer,16,313.0,2.1654467896631986,0.7896783676469087,2.6104193504145776,0.7810198361890057
396,2020.0,Summer,7,72.0,1.9061547465398496,0.84375,1.4029619879188597,0.979569764547061
396,2021.0,Summer,26,590.0,2.5888117541866995,0.8549899454179833,3.918420039021386,0.7945779764275451
396,2022.0,Summer,31,1238.0,2.758600978052484,0.8836833602584815,4.212742097962217,0.8033230218358014
396,2023.0,Summer,14,206.0,2.371642780434731,0.8746347440852107,2.4399966493503205,0.8986704281943306
4,2003.0,Summer,15,225.0,1.2192744397976059,0.5884049382716048,2.5848856114819854,0.4502407079829414
4,2004.0,Summer,5,21.0,0.7509687782493434,0.3356009070294784,1.3138349550122044,0.4666031366898674
