年,月,Season,lat_dd,lon_dd,水深,sea_area,study_region,pH,ORP,乾燥減量,強熱減量,COD,TN,TP,TOC,硫化物,礫分,砂分,粘土分,is_censored_礫分,is_estimated_礫分,is_censored_砂分,is_estimated_砂分,is_censored_粘土分,is_estimated_粘土分,is_censored_pH,is_estimated_pH,is_censored_ORP,is_estimated_ORP,is_censored_乾燥減量,is_estimated_乾燥減量,is_censored_強熱減量,is_estimated_強熱減量,is_censored_COD,is_estimated_COD,is_censored_TN,is_estimated_TN,is_censored_TP,is_estimated_TP,is_censored_TOC,is_estimated_TOC,is_censored_硫化物,is_estimated_硫化物,Year,Month,do_nearest,wtemp_nearest,salt_nearest,env_zettaicode,env_dist_km,env_year_matched,env_join_suspect,is_hypoxic
1991,7,Summer,34.655,135.41194444444446,131.0,301,SIS,8.1,-161.0,49.3,9.4,8.1,1.3,0.72,11.0,0.37,0.7,7.8,91.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1991,7,0.9,21.4,31.4,272,0.44936871922644356,1991,False,True
1991,7,Summer,34.436388888888885,135.14,351.0,301,SIS,8.1,-142.0,54.2,8.2,10.0,0.75,0.41,6.5,0.12,0.0,20.9,79.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1991,7,5.3,21.6,32.0,2744,0.44974990038693574,1991,False,False
1991,7,Summer,34.656666666666666,135.275,15.0,301,SIS,7.6,-80.0,61.3,8.9,13.0,1.6,0.59,25.0,0.26,0.0,2.0,98.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1991,7,6.2,23.0,31.6,2823,1.033038041069995,1991,False,False
1992,8,Summer,35.608333333333334,139.8983333333333,5.0,100,Tokyo,8.0,-150.0,26.5,2.3,4.3,0.53,0.32,6.0,0.13,0.2,93.1,6.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,8,3.4,22.8,27.5,1212,0.47768825343807475,1992,False,False
1992,8,Summer,35.64388888888889,139.9933333333333,5.0,100,Tokyo,8.0,-180.0,31.4,3.6,10.2,0.67,0.38,8.5,0.14,0.1,52.1,47.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,8,3.3,21.4,31.43,122,0.47760326398878117,1992,False,False
1992,8,Summer,35.60166666666667,140.0641666666667,6.0,100,Tokyo,8.0,-130.0,47.3,6.0,10.0,0.98,0.37,8.8,0.18,0.1,32.9,67.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,8,2.8,20.4,32.09,124,0.47770570703910215,1992,False,False
1992,8,Summer,35.551111111111105,139.9088888888889,16.0,100,Tokyo,7.6,-150.0,69.3,9.9,34.9,3.67,0.66,22.4,0.68,0.1,50.4,49.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,8,0.0,18.8,32.01,1215,0.4778209472004934,1992,False,True
1992,8,Summer,35.53722222222222,140.0225,15.0,100,Tokyo,7.5,-180.0,68.4,10.8,39.5,4.23,0.71,27.7,0.73,0.2,58.6,41.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,8,2.3,19.3,32.81,129,0.47785531385173174,1992,False,False
1992,8,Summer,35.559999999999995,139.82444444444445,16.4,100,Tokyo,7.5,-189.0,65.1,10.4,36.0,2.29,0.7,23.5,1.03,0.1,67.2,32.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,8,0.0,18.0,33.5,1318,0.4778031123312593,1992,False,True
1992,8,Summer,35.46416666666667,139.85611111111112,28.3,100,Tokyo,7.6,-243.0,65.8,11.5,37.6,3.76,0.65,27.0,1.12,0.2,46.8,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,8,3.1,17.1,33.6,1326,0.4780288373718018,1992,False,False
1992,8,Summer,35.4575,139.7513888888889,27.8,100,Tokyo,7.6,-241.0,63.0,10.4,33.0,4.35,0.71,25.5,1.24,0.5,59.5,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,8,8.1,16.0,32.06,1432,0.47804308011402175,1992,False,False
1992,7,Summer,34.93333333333333,136.805,11.0,201,Ise,8.1,-60.0,21.8,1.1,1.6,0.1,0.22,1.3,0.3,1.0,93.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,7,3.7,21.2,30.43,2310,0.4636454643677789,1992,False,False
1992,7,Summer,34.72,137.12166666666667,16.0,202,Ise,7.9,-200.0,53.0,7.7,15.0,2.1,0.54,22.0,0.48,1.1,6.6,92.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,7,2.0,21.2,32.38,2359,0.464077457640257,1992,False,True
1992,7,Summer,34.75,137.3,8.0,202,Ise,7.9,-280.0,53.4,8.0,15.0,2.0,0.49,21.0,0.36,0.0,4.0,96.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,7,4.2,24.0,30.41,2361,1.1045482885685012,1992,False,False
1992,7,Summer,34.98388888888889,136.68333333333334,12.0,201,Ise,8.1,-290.0,49.0,17.0,12.0,1.3,1.2,13.0,0.85,0.0,20.4,79.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,7,5.3,22.5,29.0,244,0.4635381402903914,1992,False,False
1992,7,Summer,34.88638888888889,136.66666666666666,13.0,201,Ise,7.9,-320.0,44.0,8.4,12.0,1.2,1.1,16.0,0.18,13.9,40.9,45.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,7,6.5,22.5,29.1,2411,0.46373887583865075,1992,False,False
1992,7,Summer,34.655,135.41194444444446,13.5,301,SIS,8.5,-182.0,62.4,9.1,34.0,1.5,1.4,21.0,3.1,1.0,5.0,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,7,1.2,20.3,31.0,272,0.44936871922644356,1992,False,True
1992,7,Summer,34.436388888888885,135.14,30.5,301,SIS,8.2,-140.0,56.1,7.0,16.0,1.4,0.35,16.0,0.2,0.0,13.0,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,7,4.3,21.2,32.4,2744,0.44974990038693574,1992,False,False
1992,7,Summer,34.656666666666666,135.275,16.0,301,SIS,7.6,-270.0,58.9,9.7,17.0,2.6,0.64,22.0,0.39,1.0,25.4,74.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1992,7,0.8,21.1,32.7,2823,1.033038041069995,1992,False,True
1993,8,Summer,35.608333333333334,139.8983333333333,5.0,100,Tokyo,7.9,-179.0,30.3,4.2,10.6,0.85,0.53,11.4,0.12,0.6,69.2,30.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,8,6.5,22.4,25.56,1212,0.47768825343807475,1993,False,False
1993,8,Summer,35.64388888888889,139.9933333333333,5.0,100,Tokyo,7.7,-237.0,43.9,6.1,23.5,1.9,0.7,11.6,0.4,0.7,46.7,52.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,8,3.1,20.4,29.03,122,0.47760326398878117,1993,False,False
1993,8,Summer,35.60166666666667,140.0641666666667,6.0,100,Tokyo,7.7,-150.0,46.1,6.7,11.9,1.19,0.54,13.4,0.22,0.8,42.1,57.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,8,3.2,20.0,30.04,124,0.47770570703910215,1993,False,False
1993,8,Summer,35.551111111111105,139.9088888888889,16.0,100,Tokyo,7.4,-214.0,72.4,12.9,51.9,3.68,0.82,29.3,0.36,0.5,42.4,57.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,8,3.0,19.1,30.78,1215,0.4778209472004934,1993,False,False
1993,8,Summer,35.53722222222222,140.0225,15.0,100,Tokyo,7.5,-223.0,67.1,11.0,39.5,2.9,0.74,25.9,0.61,0.1,37.1,62.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,8,2.9,19.1,30.31,129,0.47785531385173174,1993,False,False
1993,8,Summer,35.559999999999995,139.82444444444445,16.1,100,Tokyo,7.5,-223.0,64.8,10.9,40.1,2.71,0.67,25.1,1.06,3.5,57.9,38.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,8,1.1,17.1,33.1,1318,0.4778031123312593,1993,False,True
1993,8,Summer,35.46416666666667,139.85611111111112,27.2,100,Tokyo,7.5,-216.0,67.3,12.9,37.2,3.09,0.91,26.1,1.04,0.5,69.3,30.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,8,1.5,17.3,33.0,1326,0.4780288373718018,1993,False,True
1993,8,Summer,35.4575,139.7513888888889,27.5,100,Tokyo,7.5,-206.0,72.5,11.1,37.7,2.78,0.89,23.7,0.15,0.2,40.5,59.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,8,2.3,16.0,33.59,1432,0.47804308011402175,1993,False,False
1993,7,Summer,34.93333333333333,136.805,6.0,201,Ise,8.0,140.0,24.1,1.9,3.2,0.21,0.56,3.3,0.03,1.8,90.6,7.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,7,5.1,21.0,24.73,2310,0.4636454643677789,1993,False,False
1993,7,Summer,34.72,137.12166666666667,15.0,202,Ise,8.2,-180.0,54.7,9.7,21.0,2.3,0.95,22.0,0.67,2.1,53.2,44.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,7,1.6,20.0,31.89,2359,0.464077457640257,1993,False,True
1993,7,Summer,34.75,137.3,8.0,202,Ise,7.9,-120.0,48.6,9.0,20.0,1.6,0.5,20.0,0.29,1.3,46.3,52.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,7,3.0,22.2,28.59,2361,1.1045482885685012,1993,False,False
1993,7,Summer,34.98388888888889,136.68333333333334,9.0,201,Ise,7.7,,46.0,7.7,11.0,1.1,0.59,12.0,0.98,0.4,0.0,99.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,7,3.5,20.5,27.8,244,0.4635381402903914,1993,False,False
1993,7,Summer,34.88638888888889,136.66666666666666,12.0,201,Ise,7.6,-390.0,50.0,9.4,13.0,1.5,0.81,16.0,0.2,2.5,0.3,97.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,7,3.3,20.0,31.0,2411,0.46373887583865075,1993,False,False
1993,7,Summer,34.655,135.41194444444446,12.5,301,SIS,7.9,-227.0,67.7,9.6,46.0,2.0,0.82,24.0,0.84,3.6,3.7,92.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,7,1.7,19.6,31.3,272,0.44936871922644356,1993,False,True
1993,7,Summer,34.436388888888885,135.14,31.1,301,SIS,7.8,-215.0,54.1,6.1,23.0,1.4,0.35,11.0,0.25,0.3,9.7,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,7,5.5,19.9,31.6,2744,0.44974990038693574,1993,False,False
1993,7,Summer,34.656666666666666,135.275,15.8,301,SIS,7.6,-265.0,57.7,9.6,23.0,2.6,0.67,2.3,0.9,0.7,24.6,74.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993,7,1.1,20.0,31.2,2823,1.033038041069995,1993,False,True
1994,8,Summer,35.608333333333334,139.8983333333333,5.0,100,Tokyo,7.8,-141.0,44.0,6.3,14.5,1.24,0.66,10.1,0.69,2.5,72.2,25.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,8,11.1,27.8,28.12,1212,0.47768825343807475,1994,False,False
1994,8,Summer,35.64388888888889,139.9933333333333,5.0,100,Tokyo,8.0,-223.0,56.8,6.3,17.5,1.63,0.54,10.6,0.72,0.2,79.4,20.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,8,4.6,27.7,28.59,122,0.47760326398878117,1994,False,False
1994,8,Summer,35.60166666666667,140.0641666666667,7.0,100,Tokyo,7.8,-220.0,58.5,8.0,12.9,1.1,0.5,12.3,0.07,1.3,83.0,15.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,8,4.6,28.0,28.73,124,0.47770570703910215,1994,False,False
1994,8,Summer,35.551111111111105,139.9088888888889,16.0,100,Tokyo,7.6,-217.0,78.3,13.4,44.0,3.45,0.82,24.5,0.78,0.2,79.3,20.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,8,1.5,23.9,31.68,1215,0.4778209472004934,1994,False,True
1994,8,Summer,35.53722222222222,140.0225,14.0,100,Tokyo,7.8,-227.0,74.9,12.7,36.2,3.99,0.72,25.0,0.72,0.5,86.4,13.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,8,0.5,23.2,31.83,129,0.47785531385173174,1994,False,True
1994,8,Summer,35.559999999999995,139.82444444444445,16.0,100,Tokyo,7.8,-218.0,61.7,11.7,36.2,2.43,0.82,21.4,0.92,0.9,82.4,16.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,8,0.0,21.2,32.0,1318,0.4778031123312593,1994,False,True
1994,8,Summer,35.46416666666667,139.85611111111112,28.0,100,Tokyo,7.9,-220.0,63.4,13.4,39.0,2.3,0.7,25.1,0.76,0.4,83.3,16.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,8,0.9,18.3,33.5,1326,0.4780288373718018,1994,False,True
1994,8,Summer,35.4575,139.7513888888889,25.7,100,Tokyo,7.7,-196.0,72.2,11.9,31.8,1.99,0.68,20.0,0.74,0.4,78.3,21.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,8,1.7,18.6,32.82,1432,0.47804308011402175,1994,False,True
1994,7,Summer,34.93333333333333,136.805,6.0,201,Ise,7.7,-180.0,24.1,1.7,3.8,0.23,0.22,3.8,0.07,0.9,91.0,8.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,7,6.4,25.6,30.73,2310,0.4636454643677789,1994,False,False
1994,7,Summer,34.72,137.12166666666667,15.0,202,Ise,7.9,,59.6,9.8,57.0,2.5,0.93,26.0,0.36,1.0,9.9,89.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,7,0.9,21.4,32.89,2359,0.464077457640257,1994,False,True
1994,7,Summer,34.75,137.3,9.0,202,Ise,7.7,-380.0,46.4,7.2,26.0,1.3,0.46,20.0,0.11,2.5,10.0,87.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,7,4.9,25.6,32.09,2361,1.1045482885685012,1994,False,False
1994,7,Summer,34.98388888888889,136.68333333333334,12.5,201,Ise,8.1,,55.0,9.8,13.0,0.63,0.4,13.0,1.1,0.0,56.6,43.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,7,4.3,24.0,30.1,244,0.4635381402903914,1994,False,False
1994,7,Summer,34.88638888888889,136.66666666666666,12.5,201,Ise,8.0,,45.0,9.1,11.0,0.92,0.39,14.0,0.57,0.0,57.4,52.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,7,6.6,24.0,30.7,2411,0.46373887583865075,1994,False,False
1994,7,Summer,34.655,135.41194444444446,13.6,301,SIS,7.9,-237.0,64.7,8.1,26.0,0.93,0.43,16.0,0.73,1.0,3.0,96.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,7,3.1,24.3,31.9,272,0.44936871922644356,1994,False,False
1994,7,Summer,34.436388888888885,135.14,31.0,301,SIS,7.9,-290.0,55.6,5.6,16.0,1.1,0.27,11.0,0.25,0.0,34.0,66.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,7,4.7,23.8,32.7,2744,0.44974990038693574,1994,False,False
1994,7,Summer,34.656666666666666,135.275,15.5,301,SIS,7.9,-270.0,58.3,4.2,19.6,2.74,0.72,4.9,0.62,0.0,8.6,91.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994,7,2.3,22.5,32.8,2823,1.033038041069995,1994,False,False
1995,8,Summer,35.608333333333334,139.8983333333333,5.0,100,Tokyo,7.6,-127.0,46.7,5.9,14.7,1.4,0.69,12.8,0.83,0.2,54.4,45.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,8,4.2,27.2,21.7,1212,0.47768825343807475,1995,False,False
1995,8,Summer,35.64388888888889,139.9933333333333,5.0,100,Tokyo,8.1,-213.0,36.7,3.5,8.2,0.83,0.38,7.4,0.43,0.5,76.6,22.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,8,2.1,27.5,25.02,122,0.47760326398878117,1995,False,False
1995,8,Summer,35.60166666666667,140.0641666666667,7.0,100,Tokyo,7.9,-173.0,57.2,6.6,12.3,1.25,0.42,14.6,0.27,0.4,77.4,22.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,8,3.0,27.5,23.62,124,0.47770570703910215,1995,False,False
1995,8,Summer,35.551111111111105,139.9088888888889,16.0,100,Tokyo,7.7,-215.0,78.1,11.8,42.0,3.85,0.77,28.3,1.21,0.2,76.0,23.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,8,0.7,22.5,28.77,1215,0.4778209472004934,1995,False,True
1995,8,Summer,35.53722222222222,140.0225,15.0,100,Tokyo,7.7,-214.0,74.7,10.8,36.8,3.32,0.61,22.6,1.08,0.2,70.7,29.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,8,1.9,22.8,29.96,129,0.47785531385173174,1995,False,True
1995,8,Summer,35.559999999999995,139.82444444444445,15.6,100,Tokyo,7.4,-227.0,65.1,11.4,39.0,4.96,0.84,24.1,2.0,7.2,69.1,23.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,8,1.7,18.8,32.7,1318,0.4778031123312593,1995,False,True
1995,8,Summer,35.46416666666667,139.85611111111112,27.5,100,Tokyo,7.5,-223.0,66.6,12.6,39.3,3.7,0.74,30.2,2.11,0.6,79.9,19.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,8,1.5,17.2,33.5,1326,0.4780288373718018,1995,False,True
1995,8,Summer,35.4575,139.7513888888889,27.5,100,Tokyo,7.5,-188.0,73.0,10.1,29.3,2.71,0.65,24.2,0.98,2.3,71.1,26.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,8,0.6,17.0,33.15,1432,0.47804308011402175,1995,False,True
1995,7,Summer,34.93333333333333,136.805,6.0,201,Ise,7.7,-74.0,21.2,1.7,3.1,0.14,0.23,4.1,0.02,2.6,93.0,4.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,7,4.3,21.2,28.0,2310,0.4636454643677789,1995,False,False
1995,7,Summer,34.72,137.12166666666667,17.0,202,Ise,7.5,-320.0,50.9,8.9,31.0,2.4,0.47,21.0,0.41,2.4,9.3,88.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,7,1.2,20.2,33.03,2359,0.464077457640257,1995,False,True
1995,7,Summer,34.75,137.3,9.0,202,Ise,7.5,-335.0,43.1,7.7,26.0,1.5,0.39,19.0,0.11,0.3,5.6,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,7,4.1,24.4,29.58,2361,1.1045482885685012,1995,False,False
1995,7,Summer,34.98388888888889,136.68333333333334,13.0,201,Ise,8.2,-372.0,52.2,7.8,16.0,1.6,0.69,12.0,1.3,0.0,0.3,99.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,7,4.1,21.0,30.6,244,0.4635381402903914,1995,False,False
1995,7,Summer,34.88638888888889,136.66666666666666,14.0,201,Ise,8.0,-390.0,47.8,8.3,16.0,1.8,0.53,13.0,1.4,3.5,6.7,89.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,7,3.4,21.0,30.8,2411,0.46373887583865075,1995,False,False
1995,7,Summer,34.655,135.41194444444446,14.0,301,SIS,7.6,-247.0,72.4,10.0,38.0,1.4,0.68,20.0,2.9,0.0,2.0,98.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,7,3.6,22.2,32.0,272,0.44936871922644356,1995,False,False
1995,7,Summer,34.436388888888885,135.14,30.5,301,SIS,7.8,-380.0,53.8,5.9,17.0,0.85,0.3,10.0,0.2,2.0,26.0,72.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,7,6.5,21.3,30.7,2744,0.44974990038693574,1995,False,False
1995,7,Summer,34.656666666666666,135.275,15.6,301,SIS,7.5,-331.0,70.1,10.1,29.7,2.4,0.57,8.9,0.72,2.0,23.0,75.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995,7,0.9,20.5,32.5,2823,1.033038041069995,1995,False,True
