zettaicode,Summer_1_WTEMP,Summer_2_WTEMP,Summer_1_SALT2,Summer_2_SALT2,Summer_1_DENSITY,Summer_2_DENSITY,Summer_Stratification,Summer_Wind_Speed,Winter_Air_Temp,Spring_1_CHLA,Spring_2_CHLA,Summer_1_CHLA,Summer_2_CHLA,Summer_1_WTEMP_pval,Summer_2_WTEMP_pval,Summer_1_SALT2_pval,Summer_2_SALT2_pval,Summer_1_DENSITY_pval,Summer_2_DENSITY_pval,Summer_Stratification_pval,Summer_Wind_Speed_pval,Winter_Air_Temp_pval,Spring_1_CHLA_pval,Spring_2_CHLA_pval,Summer_1_CHLA_pval,Summer_2_CHLA_pval,Summer_1_WTEMP_n,Summer_2_WTEMP_n,Summer_1_SALT2_n,Summer_2_SALT2_n,Summer_1_DENSITY_n,Summer_2_DENSITY_n,Summer_Stratification_n,Summer_Wind_Speed_n,Winter_Air_Temp_n,Spring_1_CHLA_n,Spring_2_CHLA_n,Summer_1_CHLA_n,Summer_2_CHLA_n
00001210,0.13027472276382668,-0.27834411428203537,-0.10114784759942012,0.21972869081791288,-0.12942402844402928,0.2646574730932915,0.3535361338592845,-0.22838243169904446,0.12810680959418164,0.0986033594319482,-0.006185325488969403,0.10068080478285449,-0.15609989135482488,0.42300082046703313,0.08201115998105331,0.5345826677991037,0.17309185101938895,0.4260615014959007,0.09887355989132307,0.025229106613448436,0.16785766384464162,0.43703606733599076,0.550372893416807,0.9701892775360698,0.536480747335642,0.33611492010272426,40,40,40,40,40,40,40,38,39,39,39,40,40
00001212,-0.030331430831506745,-0.2881487311568322,0.05163281368624279,0.09024030203941992,0.05394673477952125,0.13939939677468874,0.061068921172532195,-0.2572370812501214,-0.0835584404191625,0.06370915472031916,0.04047781332976907,-0.10594415057449078,-0.22692134048933693,0.852607555338007,0.07137516365033061,0.7516908100380855,0.5797404699290815,0.7409384198886771,0.39095750808174895,0.7081543340410517,0.11896974989748704,0.6082240365984439,0.7039477414856689,0.809333867442055,0.5152805865860273,0.15909749689797872,40,40,40,40,40,40,40,38,40,38,38,40,40
00001214,0.0862405222155925,-0.29653873926178476,-0.132743596660481,-0.06096971137166742,-0.14571546632671872,-0.025137874200167016,0.1542879100561619,-0.17471107179122744,0.10049023161473271,0.08262883504111806,-0.061154765280889554,0.2238109388804997,-0.12176474418019492,0.5967188701087512,0.06316307405526178,0.4141884657699585,0.7086076162130317,0.36963150262534933,0.8776344674683871,0.341823696719589,0.2941274529378345,0.5372561776702298,0.621879768425182,0.7153116050577245,0.1650447885025706,0.4541709876423132,40,40,40,40,40,40,40,38,40,38,38,40,40
00001215,0.1430235263727325,-0.3430642174683526,-0.14038948430661016,-0.02735553050864583,-0.16630688175924702,0.02187004314940639,0.3167717570787496,-0.18891558973555714,-0.07424412775626124,0.14323873970603965,0.0899876708278762,0.08854427674355711,0.0037084737672082035,0.3786344477017454,0.030221592795893978,0.3875679475238795,0.8669321214783439,0.3050667837750952,0.8934435986109804,0.04642275885278573,0.25599136615034923,0.6488929911043345,0.3909348865792188,0.5910722546553185,0.586913243323572,0.9818809941783198,40,40,40,40,40,40,40,38,40,38,38,40,40
00001222,0.09466524766887219,-0.3672320207433869,-0.11309106285071452,-0.045260896569951095,-0.12777547632784536,-0.0031750953047374048,0.17460802241963422,-0.14339483257393826,0.1068747759266993,0.13321366092778797,-0.10019266473205432,-0.16652012188054227,-0.03281215713777441,0.5612150470558099,0.01975149168023723,0.4871780644577162,0.781534408036521,0.4320279271424021,0.9844866537535039,0.28121005365401947,0.3904134097078942,0.5115760875489643,0.42526786715669523,0.5495021696978237,0.30443828898022707,0.8407018819789351,40,40,40,40,40,40,40,38,40,38,38,40,40
00001230,0.09425961643039725,-0.19424470961496462,-0.16082166651619864,-0.08707054156073786,-0.17655835345462256,-0.06277422863733781,0.317954840166289,-0.19646817959787752,0.12893939403885973,0.12056397186256906,-0.06500004917037439,-0.13671474899326835,-0.08239415958144064,0.5629017487125663,0.22973737680708614,0.3215173363056306,0.5931777567449797,0.2757864587932857,0.7003785411070752,0.04556748228489534,0.23711888094458136,0.42781067926851624,0.4708997607279266,0.6982286731654338,0.4002349154165425,0.6132477318222143,40,40,40,40,40,40,40,38,40,38,38,40,40
00001235,0.022067378971280555,-0.15620803759510588,-0.10907023164666155,-0.09852376270485513,-0.1132916701716707,-0.11649945338966984,0.26636542491333404,-0.21038399599332414,0.19057143934199156,0.09978584812250435,-0.13533662712581937,-0.0934018081851503,-0.08356307060693102,0.8924877102736478,0.34230195174681816,0.5028899279625081,0.5452890435368354,0.48640089252556823,0.48001489998394,0.10119344117021917,0.20486326492950968,0.23883932690659662,0.5511325491880269,0.417860074548602,0.5664764108775481,0.6082040932251066,40,39,40,40,40,39,39,38,40,38,38,40,40
00001238,-0.04019004035305332,-0.21683083393007846,-0.13969430142361003,-0.14122511488944423,-0.13444763898433043,-0.11282148634906129,0.0230136932471875,-0.16954814220386277,0.24891206052992162,0.20894993225368505,0.16957962961615358,0.16058468436748402,0.2347361494973529,0.805509334988744,0.17897252203964237,0.38994610088656934,0.38472059767725497,0.4081674050759267,0.488223442427806,0.8879059008974933,0.3088477767323307,0.12142270809335351,0.20803820913343313,0.30875661223382006,0.3222403593910468,0.14484457492453104,40,40,40,40,40,40,40,38,40,38,38,40,40
00001251,0.09138551217452019,-0.3580793851971204,-0.1498290035639488,-0.03692774396399544,-0.1588810612734161,0.010840440114442108,0.24173172042054603,-0.2630108846534629,-0.10101895127518037,0.10566584945797745,-0.10463596079388346,-0.20561489909231967,-0.11562446554980921,0.5749196257904711,0.02328711609810641,0.3561234483560872,0.8210282192232219,0.32746798445469744,0.947068309812876,0.13290273278707165,0.11062727883276181,0.5351061821581365,0.5277917820203737,0.5318448062146338,0.20307554851380824,0.4774108612536048,40,40,40,40,40,40,40,38,40,38,38,40,40
00001311,0.026351074249331544,-0.00899486688614387,-0.15204827587849695,0.053754156159789346,-0.15358748911013204,0.04892261293101261,0.28566884208822213,0.21573383539871446,-0.00901104594491385,0.013157527662794155,-0.10953081551357383,-0.210838575331973,0.037237851363255435,0.8717768147805953,0.9560702290541832,0.3489615630375841,0.7418314805196216,0.3440462836895453,0.7643435941233653,0.07395675510324012,0.187162992829381,0.9559912895129603,0.9357758547875464,0.501077206411562,0.19158215628694766,0.8195500307046687,40,40,40,40,40,40,40,39,40,40,40,40,40
00001313,-0.11023287062912265,-0.1166595680440076,-0.1473005038775324,-0.04399527791524592,-0.13491937055842784,-0.021055693262255995,0.24228548499402885,-0.03772354418913652,0.08090720257913725,0.2691671964588112,-0.09630504063425903,-0.2848079136184247,-0.30778554040702355,0.4983205329360234,0.47344996928451677,0.36439077065318426,0.7875005269217107,0.406509479954545,0.8973898404592244,0.131989670834124,0.8196464893153761,0.6196891446490006,0.09304726570963606,0.5544204714997668,0.07486992485127769,0.053350664461329515,40,40,40,40,40,40,40,39,40,40,40,40,40
00001318,-0.018875460840923924,0.08352607503263115,-0.1343252001623931,0.03180385489902889,-0.13701831608255888,0.010986071263876506,0.2494174589323941,-0.28179287363008776,-0.10723869228542637,-0.08046867529336899,-0.12354051750844268,-0.31426213949850984,-0.05282884512948828,0.9079667292859614,0.6083634502000398,0.4085983537690464,0.8455369330311887,0.3991795483409187,0.9463582447200907,0.1206436537251862,0.0822187803240887,0.5101311006345572,0.621594211571206,0.4475660747712816,0.048279963449502854,0.7461271378372998,40,40,40,40,40,40,40,39,40,40,40,40,40
00001320,-0.015869680751960616,-0.15834935497455624,-0.1257739472895343,0.04778300082538049,-0.13011058272185305,0.07127080510899084,0.1893883171749324,-0.3037815491124616,-0.23839736879804796,0.1613596723528503,-0.042489706810800845,0.07075608330912127,-0.11939228746199008,0.9225739199844546,0.3291103002061648,0.4393338793680512,0.7696822639416716,0.42359040957050703,0.6620974412441686,0.24182225298925783,0.06009514633782762,0.1384999561856226,0.31987967972524334,0.7946133747466496,0.6643937259505694,0.46307693175062026,40,40,40,40,40,40,40,39,40,40,40,40,40
00001323,-0.01197097701858059,0.039295248576230846,-0.11802691347865439,0.01773443674339419,-0.12173513896542461,0.01140965116753946,0.23435202682169642,-0.3358464932743525,-0.1259642283701038,-0.06624898375032062,-0.11060089276377391,-0.13334322052734665,-0.3928821454865459,0.9423401489377066,0.8148058491804767,0.47423602015743166,0.9158373050671482,0.4603604563596343,0.9457964363297454,0.16268107314841945,0.03926086881556305,0.44480552834987086,0.6886375049377127,0.5085820889307852,0.4183666295942312,0.014687319702221984,39,38,39,38,39,38,37,38,39,39,38,39,38
00001326,0.11083022567219612,0.193078077089648,-0.06689106644718897,0.014934259466629391,-0.08450867677309698,-0.002228636922568878,0.24619544995927814,-0.07081670841398806,-0.07929460310393224,0.030773675784848777,-0.21766882135531196,-0.23481161334472378,-0.17608531320623508,0.4959810845003182,0.2389309943028116,0.6817318508215847,0.9281005147953266,0.6041370106795382,0.9892568015817392,0.13083167309730934,0.6683599565053386,0.6267066307819049,0.8504826615974495,0.18314290772044697,0.14471168138025337,0.2835939707259178,40,39,40,39,40,39,39,39,40,40,39,40,39
00001352,-0.00018854980368544771,0.09691116939042078,-0.11168045074660088,0.011325593352003133,-0.11826500225624394,0.002833047096860452,0.24712758292317125,-0.18710057672255803,-0.12797235073245394,-0.03487599898126016,-0.1606859510654761,-0.05359109886757961,0.04156719054030087,0.9990787001919379,0.5519187598205781,0.49266103773409936,0.9447029703015207,0.4673411499914492,0.9861577123726052,0.12420364142043817,0.25406395763653083,0.4313129681084418,0.8308234163019541,0.3219312742275196,0.7425879005201841,0.7989798186579908,40,40,40,40,40,40,40,39,40,40,40,40,40
00001427,-0.18619984704093515,0.16095749120831454,-0.2663295176311241,-0.11708580911130546,-0.23853211030481605,-0.13174868760911318,0.19606189089055664,0.18548422854172086,-0.07492022660381821,0.17062854402759056,-0.2623932530085377,-0.06476516054162354,0.04968503362010969,0.3075591915998144,0.37883467901588014,0.14064097870033954,0.5233522140051555,0.18860102563438597,0.47228033772998,0.28217421193071673,0.544056911765447,0.683622721892161,0.37617850174774425,0.1690971657522078,0.7247176053122297,0.7871253078026786,32,32,32,32,32,32,32,13,32,29,29,32,32
00001431,-0.11557669763561287,0.12722040900244322,-0.12197248370723443,-0.10277800551507944,-0.053295680626141574,-0.13402022678607708,-0.013366219881378188,-0.18486231821634128,-0.08240736998091006,0.03778894950479453,-0.16881448829356785,-0.014653627918107112,-0.09738544312008779,0.5218546113505447,0.4804860750315076,0.49891801426278454,0.5692475456658942,0.7683264338850677,0.4571389051904435,0.9411491369480496,0.5269339941833654,0.6484490739570571,0.8456923641397969,0.38134956715656065,0.9354919783526408,0.5897832416386447,33,33,33,33,33,33,33,14,33,29,29,33,33
00001432,-0.07267926819951258,0.10972125365367294,-0.13347847697263643,-0.09209479994000447,-0.11638164630534245,-0.10220015487964869,0.05317060152878658,0.0802382517220521,-0.017704603633029118,0.05415285399227503,-0.1992377885487955,-0.03801983746840862,-0.14650215472411127,0.6877249493031532,0.5432955931834909,0.4589764878504953,0.610240097076836,0.5189398257519524,0.5714324788363134,0.7688554069287616,0.7851053212720066,0.9233815291321061,0.784325749886065,0.3094209609662171,0.8336195453033586,0.41590634671320503,33,33,33,33,33,33,33,14,32,28,28,33,33
00001434,-0.06490129246564484,-0.31046867971897385,-0.14737089111197615,-0.07691698627898877,-0.12958147825862468,-0.03825393069174798,0.0020566876041722016,-0.2280900335847583,-0.17352240586232842,-0.037727570446983494,-0.2872083986611472,-0.11659700480933458,-0.03741642282593495,0.719720372838611,0.07866492584411548,0.413116646146447,0.6705097313573543,0.47231011004364154,0.8326094964039236,0.9909368620228266,0.4328703450793563,0.33418052226275324,0.8488380023494205,0.13836633578600382,0.5181613526603844,0.836224316402994,33,33,33,33,33,33,33,14,33,28,28,33,33
00001439,-0.06160278612488089,0.40400835359364407,-0.15812991879072297,-0.14131272707659864,-0.14450487898069606,-0.19658737156654274,-0.04422600351927386,-0.18833683022028674,0.020570861807770947,-0.00042981704640120176,-0.2491649769833952,-0.2009578187370471,-0.29083758612241745,0.729270473292549,0.01780488462609115,0.37175137041140915,0.42534683487016706,0.41485665194648313,0.2651366515812131,0.8038595256255884,0.5014562050103962,0.9080700670873004,0.9982344300953261,0.19242344048604093,0.25444513753153725,0.0951728499930656,34,34,34,34,34,34,34,15,34,29,29,34,34
00001441,-0.07797254475903685,-0.004840118622193867,-0.08378603349162485,-0.11734187346998172,-0.06702185240728135,-0.11629273707412831,-0.10619521237709165,-0.23832583691705017,-0.16758444254900542,0.07457200461850327,-0.3101568235126442,-0.11150496233999221,-0.09488421577570787,0.6611568448299766,0.9783265617090272,0.6375634375972162,0.5086691533374902,0.7064653196116527,0.5124925076223815,0.5500054282750169,0.39234053342056036,0.3434609407998142,0.7006419371306327,0.10153775869293402,0.5301197450565828,0.5934953998848924,34,34,34,34,34,34,34,15,34,29,29,34,34
00001446,-0.07801898940047451,0.2477363788919398,-0.15593697577151164,-0.14666506829917586,-0.14285336611458932,-0.1906026289000454,-0.21418835820683632,-0.17399893697535157,0.018223436152433922,0.046835171367758555,-0.08309607932701366,0.07315856707510059,-0.12982655674979152,0.6609670397435757,0.15776202257023988,0.37850431352848535,0.40784119017409975,0.42026562607539353,0.28024868904662553,0.22383849185395588,0.5351313749301351,0.9185235269392855,0.8093590043298795,0.6682544636319067,0.6809407125868661,0.46428898973873944,34,34,34,34,34,34,34,15,34,29,29,34,34
00002310,0.12717747873043064,0.2279036453702688,-0.32399451543976904,-0.41304480879420646,-0.34887753504179525,-0.43101496575023485,-0.07969138951983579,0.30064113900236356,-0.277233056645739,-0.19565207219472938,-0.19331998132330774,-0.028746637938925547,0.1020063098831704,0.4281420748335566,0.15182804849352638,0.038778333069621564,0.00727464116222878,0.025379041232457593,0.004903099862714263,0.6204007751460084,0.05943028513631927,0.08329034547756008,0.22631369709386628,0.23200611055400522,0.8583989052469156,0.5256771604437446,41,41,41,41,41,41,41,40,40,40,40,41,41
00002312,0.22576167403869857,0.1599923788112741,-0.3162793302442999,-0.33316067998367094,-0.34895909636878797,-0.33539164719572706,-0.07248008975284972,0.2647588218419644,-0.04161556047199098,0.14384626175527804,-0.22377929492249035,0.08396651116853342,-0.04708398918588784,0.1558191579505393,0.31768560680772107,0.04394744748745826,0.03329352653225834,0.025342467950315323,0.03205990588727171,0.6567145790481926,0.09873962471516938,0.79875072342487,0.37586923977758313,0.1651061078248679,0.6017090928333363,0.7700394821768753,41,41,41,41,41,41,40,40,40,40,40,41,41
00002316,0.18642481434522556,0.14421774732113352,-0.4221052419295307,-0.3361324525413113,-0.44678963455064197,-0.33903724119105366,-0.01843751461170886,0.2391699970806974,-0.03565507774309963,0.17696938102290088,-0.003815907052363666,0.16758670441303627,-0.004330215333414765,0.24318970592098982,0.36833218491333014,0.005978044787156528,0.03165869676977708,0.003407019677682827,0.030125209506039505,0.9089077638180875,0.13718772546313523,0.8271009748606268,0.2746522489093604,0.9813561828634293,0.29495074181777775,0.9785637896993575,41,41,41,41,41,41,41,40,40,40,40,41,41
00002317,0.11859697546352754,0.030731767808345724,-0.4125781299156097,-0.3250371438435921,-0.43301305442916416,-0.3283187155974621,0.03976864912520624,0.26020341089579696,-0.05410293009478086,0.01741407272339683,-0.16321053566838023,0.09811267525038375,-0.027282464788334255,0.4601990453963812,0.8487302489117788,0.007347528287172641,0.03811952500346313,0.004686530475497588,0.036105425739856,0.8050117421233413,0.10489832676672199,0.7402143284743493,0.9150652041813069,0.3142858462961274,0.5416798068889933,0.865543403607613,41,41,41,41,41,41,41,40,40,40,40,41,41
00002321,0.13863696912725162,0.22166636318333155,-0.43335980855234163,-0.3375362414805532,-0.4535224768267973,-0.34356230344266986,0.03497331370683823,0.05708840785478434,-0.10081628545602554,0.3083804248649795,-0.15855562641169746,0.12509405512660624,0.15601291080357804,0.38734497689278813,0.16366187661300088,0.004649806034442767,0.03090977113099648,0.0029014394810556146,0.027858884643359824,0.8281464693718509,0.7264173535711924,0.5359298138453764,0.05286781049294468,0.32847256898590704,0.4358087538803227,0.33002767022347124,41,41,41,41,41,41,41,40,40,40,40,41,41
00002325,0.20796090328336958,0.16687966205736862,-0.4403695194593367,-0.337245089755965,-0.4640982286437287,-0.34152198359301555,0.07072992844563387,0.025849277475225845,-0.16001551556604998,0.16270074435368118,-0.15327382286181068,0.17002228160447383,0.2884763085269863,0.1919822010123557,0.2970219957759249,0.003959226576631831,0.031063888402680696,0.0022396290714090613,0.028862625697030703,0.6603443759845392,0.8741988228382257,0.32398102686230296,0.3158203807187304,0.3450444784014856,0.287887170465678,0.06738019587109002,41,41,41,41,41,41,41,40,40,40,40,41,41
00002329,0.24549965096192916,0.09436276425933288,-0.4854045663937859,-0.3357447178761118,-0.5042684747973577,-0.3372229134267009,0.1732523262911579,0.031189339202031166,-0.20700646248983637,0.24192680148597726,-0.15655392863059497,0.3071720448423104,-0.14407690813619772,0.12183051289584289,0.5573092651267159,0.0012959195534133529,0.0318681689923735,0.0007746637461616043,0.031075653067568442,0.27869005583729156,0.8484864360277057,0.1999677459291055,0.1325805439561703,0.33469372595438546,0.05075408543858025,0.36880502035328894,41,41,41,41,41,41,41,40,40,40,40,41,41
00002331,0.337351664634948,0.12495339222671098,-0.4255626486703373,-0.3334912822097321,-0.44751793383305266,-0.33857015401024243,0.18128272806381995,0.12719185255627868,-0.09138481377137338,-0.0012968439396804383,-0.031218651962844162,-0.023566482431340827,-0.08507264540988742,0.03100740106388817,0.4363290978487675,0.0055388735301931885,0.03310829393356221,0.0033488490125866046,0.030367570469966413,0.25666548694899377,0.43415125331691456,0.5749225602142276,0.9935794542696936,0.8463621395371803,0.8837219082306599,0.5969129134916734,41,41,41,41,41,41,41,40,40,41,41,41,41
00002337,0.39288769915662103,0.255897675589233,-0.4920240159155123,-0.3508484307182105,-0.5176929653856963,-0.3642771613665672,0.368110693961832,-0.09027362082344828,-0.07756228344507791,-0.016651132823084024,-0.05264474053382424,0.0678491877708821,-0.12817881137716572,0.011053363298914716,0.10633472446079531,0.0010854530728731614,0.024507448415383118,0.0005273428922752736,0.01920811283243407,0.017885264891025213,0.5795999554425518,0.6342813859124103,0.9177017846288491,0.7437488461458556,0.6733917055309813,0.4244843394411964,41,41,41,41,41,41,41,40,40,41,41,41,41
00002343,0.440537455638536,0.14235338147836063,-0.5046364257501226,-0.35664239019181765,-0.5296677774318708,-0.36691015838178803,0.3438253056595586,0.05370597598165303,-0.13327728919958973,-0.02899284352081797,0.028526245569364155,0.17229429098259427,-0.17012965291984364,0.003943843660355994,0.3746207147146679,0.0007667010475832356,0.022088264475912514,0.0003691339413550419,0.018291028470703217,0.027731629753390517,0.7420549626632242,0.4122973153557794,0.8571986119309407,0.8594736217931453,0.28139765655299964,0.2875783213168085,41,41,41,41,41,41,41,40,40,41,41,41,41
00002350,0.10500652915414857,-0.06633890489318597,-0.24650195293776425,-0.32682418164585353,-0.26070577649568777,-0.32462001667069945,-0.1020992715142688,0.16835720272574375,-0.04221441211873971,0.1968582731317696,-0.3767173553928851,-0.09310538116622276,-0.1402371525628261,0.513507013202686,0.6802702433049043,0.12026686659137378,0.03701162728016423,0.09969866394589054,0.038381990237538625,0.5252979531072074,0.2990579602007868,0.7959157565549061,0.21733674309553871,0.015192364525363697,0.5625967897025356,0.38183552880938265,41,41,41,41,41,41,41,40,40,41,41,41,41
00002352,0.2925820373932264,0.12837333652416602,-0.41700781637698286,-0.34356512686902224,-0.445606619817511,-0.34898585568712437,0.17996267259227755,0.11269822107562143,-0.16071333854214773,0.1687211368739804,-0.03291849611080362,-0.049125746139675144,0.12201938194780979,0.06340278677357838,0.4237758068181747,0.006680404940945999,0.027857515951021716,0.0035033934521691928,0.02533047823444309,0.26020374651264055,0.4887018335697584,0.32184771437565224,0.2916469420053018,0.8381050091332339,0.7603550019478968,0.44726079422385573,41,41,41,41,41,41,41,40,40,41,41,41,41
00002353,0.2575798149456838,-0.05724943370643389,-0.3833757762880904,-0.3353465635300581,-0.41245247138933094,-0.33712235569173354,0.16417184160393405,0.12555840726561174,-0.1077380490840138,0.009137613086765074,-0.11805949520095134,-0.14019633289358946,-0.1995453685606603,0.10397585498283735,0.7221921330591707,0.013351985625927045,0.032084457056012906,0.007367261173365305,0.031129045607818123,0.30504066972087124,0.44012468004173266,0.5081516671891187,0.9547833980896872,0.46224908039567847,0.3819754944921148,0.2109983050915033,41,41,41,41,41,41,41,40,40,41,41,41,41
00002355,0.2622331840521177,0.19684264758257428,-0.37531956349941836,-0.37194878021977507,-0.41411404480985836,-0.38982905995633443,-0.06384341089853712,0.08902630381617516,-0.059920375344031024,0.005878503280394574,-0.06722657244788367,0.09134417975475957,-0.019289705228426674,0.09765841857061662,0.21737398189585375,0.015604808101440125,0.016638509414981406,0.007109990981002214,0.011752510340303562,0.691691885663701,0.5848706603390517,0.7134079929680626,0.9709020124067428,0.6762242479835128,0.5700418418287307,0.9047163016978585,41,41,41,41,41,41,41,40,40,41,41,41,41
