zettaicode,Summer_1_COD2,Summer_2_COD2,Summer_1_DOC2,Summer_2_DOC2,Summer_1_TN2,Summer_2_TN2,Summer_1_TP2,Summer_2_TP2,Summer_1_DIN2,Summer_2_DIN2,Summer_1_DIP2,Summer_2_DIP2,Summer_1_NH4N2,Summer_2_NH4N2,Summer_1_NO2N2,Summer_2_NO2N2,Summer_1_NO3N2,Summer_2_NO3N2,Summer_1_PO4P2,Summer_2_PO4P2,Summer_1_COD2_pval,Summer_2_COD2_pval,Summer_1_DOC2_pval,Summer_2_DOC2_pval,Summer_1_TN2_pval,Summer_2_TN2_pval,Summer_1_TP2_pval,Summer_2_TP2_pval,Summer_1_DIN2_pval,Summer_2_DIN2_pval,Summer_1_DIP2_pval,Summer_2_DIP2_pval,Summer_1_NH4N2_pval,Summer_2_NH4N2_pval,Summer_1_NO2N2_pval,Summer_2_NO2N2_pval,Summer_1_NO3N2_pval,Summer_2_NO3N2_pval,Summer_1_PO4P2_pval,Summer_2_PO4P2_pval,Summer_1_COD2_n,Summer_2_COD2_n,Summer_1_DOC2_n,Summer_2_DOC2_n,Summer_1_TN2_n,Summer_2_TN2_n,Summer_1_TP2_n,Summer_2_TP2_n,Summer_1_DIN2_n,Summer_2_DIN2_n,Summer_1_DIP2_n,Summer_2_DIP2_n,Summer_1_NH4N2_n,Summer_2_NH4N2_n,Summer_1_NO2N2_n,Summer_2_NO2N2_n,Summer_1_NO3N2_n,Summer_2_NO3N2_n,Summer_1_PO4P2_n,Summer_2_PO4P2_n
00001210,-0.0223656461023796,-0.10683438367345617,0.25519450911246955,0.15042195153600676,-0.003641869859801347,-0.22597867668266142,-0.04134438533225478,0.07175031170328924,0.08633855444331764,0.1801726440872859,0.27180150208985043,0.3271847014171956,0.055067485704014506,-0.027668388314677814,0.09754621742080549,0.28503206064323916,0.07928932299106614,0.22181718259748706,0.27180150208985043,0.3271847014171956,0.891043198904728,0.5117365976708975,0.11200332887081467,0.3542012768213189,0.982206357884285,0.16088324659446918,0.8000353085143429,0.6599609993467613,0.5963001543014829,0.2659178613160847,0.08976842623136978,0.03932367185649816,0.7357477502304686,0.8654241167444889,0.5493034108625107,0.07463132999848876,0.6267296618450212,0.16894048961292812,0.08976842623136978,0.03932367185649816,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
00001212,-0.134954417168516,-0.27312581147216036,0.10708239807322512,-0.1473078653655026,-0.20107673508140078,-0.13812062506741035,-0.2376370260163787,-0.0595476961527239,-0.03741918426158596,0.06208927647569819,0.24302225690363916,0.3866147986562291,0.15017639322349502,0.2571301636410166,-0.08280533886699633,0.004735094762980674,-0.09453072080194792,-0.13621554005993014,0.24302225690363916,0.3866147986562291,0.4063864609854828,0.0881541865612118,0.5107514401051817,0.36436653529946367,0.2134447899560909,0.39536085346034233,0.13980035954607836,0.7151155170214003,0.8186859561703547,0.7034981902216069,0.13078210438571025,0.013728230480044698,0.3549965436993045,0.10921568528131287,0.611471547176952,0.9768662923881184,0.5617741783858456,0.4019739376799175,0.13078210438571025,0.013728230480044698,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
00001214,0.0654844754042285,-0.044365216913952475,0.1256083632594915,0.09060681709608936,0.024492191425906286,-0.008273930525038782,0.03987506368835557,-0.27370075340934746,0.08707502489124286,0.049077851464400996,0.23860155465870603,0.01734179498936189,0.032841787772179665,0.03644036319090025,0.31699126624553914,0.24159160318042483,0.1494152103292522,-0.004249899675025658,0.23860155465870603,0.01734179498936189,0.6880825319526943,0.785755381722612,0.4399413253870623,0.5781956193867644,0.8807546403439096,0.9595881717218822,0.8070045898089522,0.08746040568894008,0.5931586546176487,0.7636171831109921,0.13815226846975864,0.91541645584556,0.8405598822897615,0.8233526480482358,0.04626309850661026,0.133134504108376,0.35746858243114343,0.9792362111354469,0.13815226846975864,0.91541645584556,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
00001215,-0.04009191158892277,-0.016069626460685903,0.13505346987818606,-0.054387491545229816,0.03787286947317626,-0.011395429317431593,0.024452186286496078,-0.025298142372465866,0.0992592046867651,0.0760665183830733,0.27978980260626374,0.148206965764521,-0.028191857283549206,-0.03477015183196606,0.2315802398569334,0.2320516764404099,0.16689068053441344,0.11777047909204288,0.27978980260626374,0.148206965764521,0.8059750981680472,0.9216014120542525,0.40603888616217654,0.7388957245782789,0.8165250158889646,0.9443625267194227,0.8809480186206079,0.8768602743994702,0.542278136108492,0.6408515312366249,0.08036966251851692,0.36141380935093614,0.8629020001182647,0.8313294375721271,0.15048287822769268,0.14963056674746933,0.30334808465429386,0.46921837074235645,0.08036966251851692,0.36141380935093614,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
00001222,-0.12944038857443835,-0.09108016691211632,0.08031531447373552,0.14924108898436306,-0.03507848684565534,-0.09000762076806312,-0.055542273430241054,-0.0632844313748111,0.1009924347919953,-0.058712656490203005,0.3102361396880953,0.12626619474192954,-0.03713108015178407,0.12226698196450818,0.21288250835249817,0.22439818487154925,0.15890439332821216,-0.15518113531234312,0.3102361396880953,0.12626619474192954,0.4260025232975021,0.5762032179829456,0.6222610232709945,0.3580355221648463,0.8298555745268309,0.5807221781788005,0.7335522804116427,0.6980579425809531,0.5352139100156142,0.7189464236022266,0.051384050664408064,0.43753079922769905,0.8200589076928415,0.45229760589644064,0.18721251042340517,0.16390981399833518,0.32739603438201925,0.3390021258394993,0.051384050664408064,0.43753079922769905,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
00001230,-0.11091209563348163,0.057831694047064,0.14212017433759255,0.15707369216567005,0.08035781011906168,-0.1274313348513181,0.003927062437189349,-0.16094976965480765,0.27801701367532555,0.08943068086300399,0.2951395903140182,0.09422048465625492,0.2690488202826631,0.15060927982433028,0.3237865584670475,0.2687561032126028,0.2416586290528792,0.007375988406095938,0.2951395903140182,0.09422048465625492,0.495660892426284,0.7229953695092528,0.38168441014809384,0.3330713710723575,0.6220762226901604,0.4332792751298368,0.9808131972567011,0.32112692245194857,0.0823861593535355,0.5831595692517245,0.06447786142623865,0.5630645911078507,0.09319674171928496,0.35359532113811604,0.04153592214083883,0.09356715559276964,0.13302359755273174,0.9639708959007831,0.06447786142623865,0.5630645911078507,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
00001235,-0.16138931989824704,0.07450148483807914,0.15829369373509986,0.15024361796581612,0.09040207509511383,0.027755943834653324,0.06744707246630816,-0.00709005595058701,0.23366385198620057,0.07404969738039416,0.4040719301007385,0.21379003591739132,0.2630067565341222,0.239719532106035,0.3155276642494907,-0.004135337580369561,0.15904552390269774,-0.03592818203647816,0.4040719301007385,0.21379003591739132,0.31978958693446274,0.647754967945168,0.32928252041826306,0.35477872171244573,0.5790583720110493,0.8650021747004544,0.6792274414550213,0.9653667158599207,0.14674262352553363,0.6497532770535365,0.009713916580254984,0.18529516358041373,0.10107467636843864,0.13626001283995265,0.047336082669049234,0.9797958121739547,0.32696103391024506,0.8257969593140898,0.009713916580254984,0.18529516358041373,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
00001238,0.11275433248281391,0.06917559350380614,0.18943637187946433,0.1604632861618159,0.12544796893718269,-0.043602455853689506,0.12602600390271504,0.07782526147186258,0.13406811657240592,0.09967458189012943,0.3093163432901068,0.2642511308035641,0.015673907789578785,0.028524476596190146,0.3808788397439213,0.31795487331513,0.12157076991252339,0.10179967273649256,0.3093163432901068,0.2642511308035641,0.48848403576469984,0.6714634743814597,0.24170060789793724,0.32261113459837687,0.4405301737226871,0.789354742034193,0.4384100962451029,0.6331290909241152,0.40950405823166197,0.5405811015143376,0.052115247849194364,0.09941195060253345,0.9235262399401941,0.861300107904887,0.015321862392173697,0.04556745850066307,0.45489564750645795,0.5319390755269914,0.052115247849194364,0.09941195060253345,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
00001251,-0.12337805381982919,-0.10181229897940622,0.11303102936885248,0.032613121239028604,0.05069299299292723,-0.04770757649113817,-0.028821718596048318,-0.02113649528936057,0.17469654694180828,0.10164291501870654,0.4102587731192745,0.24466169342170613,0.17888509330852198,0.12404228066537387,0.16816896152285088,0.1014027725775999,0.1431097369628064,0.015439358535321121,0.4102587731192745,0.24466169342170613,0.4481681642767248,0.5318879304025469,0.48741076498052066,0.8416558558382835,0.7560713710912187,0.7700359726163468,0.8598690556333458,0.8969981730689377,0.2809623846594113,0.5325742531340261,0.008556118222431994,0.12812461421203244,0.26940631797312303,0.44570933275839314,0.29960645062186525,0.5335480172029001,0.37834413206486756,0.9246673221247219,0.008556118222431994,0.12812461421203244,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
00001311,-0.12312313801088655,-0.02010322292351771,0.021583932870835473,0.05447088344401199,-0.13131852100052135,0.01597374618347954,-0.09251790786514352,0.10942835923489823,-0.031051056499464935,0.0840009366111599,0.017932384571553522,0.16262267872212843,-0.08821576616834725,0.04759305296546783,0.2199228331654003,0.22209000960687048,0.17430800972989335,0.030602402436007793,0.017932384571553522,0.16262267872212843,0.4491137702451086,0.9020084838122978,0.8948297710976171,0.7385094417199032,0.4192623186534966,0.9220677463420404,0.5701706998561089,0.5014801563335142,0.8491504364743678,0.6063193609053126,0.9125468089317376,0.3160557840716039,0.5883071169832773,0.7705731279812126,0.1727028913224242,0.16840352429690317,0.2820504700539777,0.8513054711082885,0.9125468089317376,0.3160557840716039,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
00001313,-0.16223073059076829,-0.10709398675130331,0.13150033140741169,0.07287244902551708,-0.07383872401813356,-0.06038385350124159,0.056096303650930074,0.04651499246672573,0.049473919264363335,0.12808828172268474,0.16739342117387412,0.09505516741724379,0.14517267539239534,0.12768105254581005,-0.0704688191209941,-0.21342018781068817,-0.0758527832397811,0.09699352501978102,0.16739342117387412,0.09505516741724379,0.3172393563669091,0.5107054310818424,0.41861305363782975,0.6549717304312112,0.6506872671920843,0.7112863725639975,0.7309930278362827,0.7756347544683462,0.761764760554598,0.43089226728221713,0.30187298042434446,0.55959589331321,0.3714364575800567,0.4323710654121761,0.6656765909238087,0.18607485699509674,0.6417925872561034,0.5515792596362181,0.30187298042434446,0.55959589331321,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
00001318,-0.1999474148956618,0.13407174913658815,0.11441954419178099,-0.18949548866333082,-0.04268983711668878,0.024828189135862752,0.009525291563109654,-0.04655930642238157,0.13105622441981604,0.04646600216009057,0.15609839042816648,0.04587407724886902,0.18846740822700228,-0.020873898189619433,-0.01958405370511207,0.05376804175090788,0.059663922490913124,0.09243774279034689,0.15609839042816648,0.04587407724886902,0.21608114800824035,0.4094912527448748,0.48204340529474393,0.24155101710697008,0.7936669300665121,0.8791307530182868,0.9534824441709052,0.7754265130227256,0.42020000957272785,0.7758649891840532,0.3361196243657313,0.7786482870245057,0.24416142199591404,0.898271133700351,0.9045273490108254,0.741767076548182,0.7145828493189148,0.5705062967696806,0.3361196243657313,0.7786482870245057,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
00001320,0.040856603705804156,-0.1448189255084979,0.09612753184118725,0.056928897747437444,-0.029177418695798735,-0.2473641976893815,-0.11843686972073139,-0.25070066933671525,0.12820949537187337,-0.2254489509432597,-0.06705431345073906,-0.18319999913326396,0.12983517260724464,-0.2549648807004806,-0.1566410469435229,-0.3300902030797645,0.04700137942261978,-0.06440071963651876,-0.06705431345073906,-0.18319999913326396,0.8023472867076483,0.37261560966252616,0.5551541208625723,0.7271524015457632,0.8581571415079341,0.12383218250793607,0.46668967452886734,0.11868250286801274,0.4304526407167425,0.1618930966105011,0.680996189267358,0.2578336867727409,0.4245807156640197,0.11233757066070385,0.3344214602912142,0.037509158607331214,0.7733499614056982,0.6929900990391159,0.680996189267358,0.2578336867727409,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
00001323,-0.03883884512578767,0.034713751136203765,0.05318906203117375,,-0.02941578980678923,-0.07182092040518834,-0.0018129829112501702,0.05170252241349117,0.14410438483641597,-0.020360298725053665,0.11722150947451346,0.12319910677431449,0.19400445751097964,0.0006847990410388596,0.12762067808321034,-0.0651590923586482,0.019563369587995694,-0.014822165580430778,0.11722150947451346,0.12319910677431449,0.8144062350298548,0.8360849918859152,0.7477662264453059,,0.8589090627160301,0.6682882694698364,0.9912603861973799,0.7578728884317945,0.38144723882341636,0.9034303728578433,0.4772785486040663,0.46118620510235186,0.23664150200657763,0.9967443496614674,0.4387922822687668,0.6975251882336351,0.9059017207487916,0.9296203689508771,0.4772785486040663,0.46118620510235186,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38,39,38
00001326,0.07412257198334968,0.16452335723593622,0.010583136659291698,-0.2011349626372983,0.07218293561392947,0.08299433461737868,0.11515136473694748,0.11180335534153325,0.17775053820862247,-0.09129691082493241,0.10320475345911237,0.1629004169013551,-0.09565478246910211,0.10727935845737958,0.28316202830333953,0.10584523527978032,0.24855655412886588,-0.23059789989739413,0.10320475345911237,0.1629004169013551,0.6494307800006301,0.3168940694909496,0.9483229625445304,0.21951650098853848,0.6580357238949978,0.615453421722,0.47922699175952366,0.4980098649825814,0.27250512368884544,0.580430831227132,0.5262622330116175,0.321757398555845,0.5571102267537685,0.5156650852665553,0.07664026116583159,0.5213261096235476,0.1219729673138298,0.15784793588605656,0.5262622330116175,0.321757398555845,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39,40,39
00001352,0.02020272325294646,0.2382824942769305,0.046102076404174006,-0.003223495949559379,0.14547966041668703,0.13297665534102002,0.18046071600585128,0.002965107471209205,0.21325093734592113,0.10405481982073003,0.1890894693528978,0.0582290789730634,0.11247249490943582,-3.1240889832608726e-05,0.21268694848912653,0.27784997954578466,0.23512701578639922,0.057377736910755456,0.1890894693528978,0.0582290789730634,0.9015258431375774,0.13869584871763332,0.7775758844358742,0.9842502000500636,0.37041498951769103,0.4133620124649414,0.26514147212661815,0.985512531030688,0.18643243670699344,0.5228422617544399,0.24257968088574847,0.7211680398627244,0.48957850251157664,0.9998473494471234,0.18762750734368522,0.08257816693902163,0.14415722102260511,0.7250846964710969,0.24257968088574847,0.7211680398627244,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
00001427,-0.04149351318924881,-0.18752890853734758,0.25023015417754774,0.08993881952483015,0.26899011523050886,0.019954868906179812,0.20965295079074417,-0.19737367166307798,0.239080341330871,-0.005145887623034001,0.33000538888312037,-0.11326164442512797,0.29865155976687624,0.12880723313292652,0.44289841605370495,0.15377874194754496,-0.0004344084550382474,-0.1854533116456577,0.33000538888312037,-0.11326164442512797,0.8216050941097968,0.3040571248955403,0.16719034575359198,0.6244714974318977,0.13656826803176997,0.9136773843294625,0.24946658099100721,0.27890244689264376,0.1875567228510173,0.9777008211938653,0.0650989141320801,0.5370996428768314,0.09684378612802452,0.48231175278693694,0.011130603077810084,0.40073515497864826,0.9981173043268571,0.3095373726291157,0.0650989141320801,0.5370996428768314,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
00001431,0.025832011133169228,0.18259613049579076,0.2824585601443952,0.15019974204324105,0.14055269089496936,0.15561094422858474,0.12674868546644288,0.027486609756794525,0.22903251157323143,0.1884791393098854,0.38753469051170786,0.028259395389214143,0.23421068048977797,0.3195456437060108,0.28073200819708,0.3023381452746043,0.10229171760328062,-0.013229859374576054,0.38753469051170786,0.028259395389214143,0.8865307515867503,0.3091188304137362,0.1112362693308588,0.40410595136030936,0.4352932944892894,0.38718485669372477,0.4821283090952893,0.879314142027308,0.199813616572206,0.2935189867177669,0.02586279818601673,0.8759468281909555,0.18955559274216574,0.06987349305954603,0.1135326407456961,0.08724475658376027,0.571086014778919,0.9417485056250259,0.02586279818601673,0.8759468281909555,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
00001432,-0.07653046300421802,0.020793153424158117,0.21175581508085026,-0.3140426536451459,0.06694720803931167,-0.29598359644497,-0.08784276587639558,-0.3471700253791419,0.17974279410437016,-0.2075643810512538,0.10095239646289395,-0.27365532755314026,0.16250516640789087,-0.10278808964657478,0.21162656837210347,-0.15894725208336133,0.1536523950881126,-0.07122643192346127,0.10095239646289395,-0.27365532755314026,0.6720732970114383,0.908560764456615,0.23680346433474675,0.07510661255850981,0.7112563411490027,0.09443627850476856,0.6268944780077841,0.04776024931970141,0.316869018534647,0.24642854616576776,0.5761633154375241,0.123316843985881,0.3662326763425189,0.5692094498617322,0.23709643181877332,0.3769601570473824,0.3932613046807276,0.6936630542091325,0.5761633154375241,0.123316843985881,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
00001434,-0.22446098810281487,-0.2421209940723278,0.215960595256606,0.11892198973912489,0.09353780667485671,0.05615203947756495,0.009165919430067879,0.047015118753202696,0.19713527183371493,-0.13298977989059968,0.10402389644098889,-0.027613666641345843,0.30172009093011515,-0.01845733824892251,0.19596958065753095,0.14522290363826484,0.026041953578131147,-0.133667615620566,0.10402389644098889,-0.027613666641345843,0.20918485890814967,0.17460687895817562,0.2274048563308635,0.5097937658695292,0.6046308898242734,0.7562749304715164,0.9596244132479786,0.795009587423838,0.2714956073489696,0.46063748856195863,0.5645496087230706,0.8787603638626276,0.0879251924639601,0.9187967324422031,0.27439693785674946,0.4200334830261113,0.8856145699167033,0.4583344943142021,0.5645496087230706,0.8787603638626276,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
